frame_id,NOSE_x,NOSE_y,NOSE_z,NOSE_v,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_v,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_v,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_v,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_v,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_v,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_v,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_v,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_v,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_v,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_v,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_v,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_v,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_v,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_v,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_v,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_v,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_v,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_v,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_v,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_v,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_v,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_v,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_v,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_v,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_v,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_v,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_v,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_v,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_v,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_v,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_v,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_v
0,0.5213764054434638,0.43695602502141667,0.11103213727474208,0.9997972846031189,0.5185179029192241,0.4263566774981363,0.10691404172352376,0.9994542002677917,0.5168985758508953,0.42556524532181866,0.10685539352042332,0.9992889165878296,0.5152907388550895,0.4248886874743869,0.10689918249845497,0.9993780851364136,0.5227230889456613,0.42775692173412855,0.09165648796728673,0.9998340606689453,0.5240844130516049,0.42789471575192034,0.09150134516613817,0.9998871088027954,0.5255511386053899,0.4279773039477211,0.09147127802882866,0.9999294281005859,0.511554549421583,0.42905650990349886,0.0904421461480004,0.999614953994751,0.5265837805611745,0.43135319863046906,0.020827120316347907,0.9999222755432129,0.5189452358654564,0.44548154217856256,0.10970726694379535,0.9991127848625183,0.5223572918346948,0.4452641129493712,0.08863072501761572,0.9996308088302612,0.4926659916128429,0.47851976156234705,0.1269907340407371,0.9995347261428833,0.5282311490603853,0.4854833262307298,-0.05442423692771364,0.9999845027923584,0.5114282148224965,0.5500450176852087,0.14024635425635743,0.037426359951496124,0.5590416618755883,0.5508957283837452,-0.021662700016583707,0.9849433898925781,0.5500509347234449,0.5615714158330642,0.11719598748854224,0.005762997083365917,0.581118960039956,0.5313106639044624,0.09353973397186822,0.9658523201942444,0.5577540806361608,0.565055468252727,0.12379981822201173,0.010092411190271378,0.5887053115027288,0.5247938684054783,0.09186019684587206,0.9509161710739136,0.5611796719687322,0.5601294994354246,0.11099681503006374,0.009391339495778084,0.5854447364807125,0.5185337713786532,0.09873647881405691,0.9433558583259583,0.5601966193744112,0.5579329533236366,0.11115672646888661,0.010820229537785053,0.5826028840882436,0.5193934781210762,0.09834741992609837,0.8743738532066345,0.49275139485086694,0.6439613359315053,0.06405289918184276,0.9999775886535645,0.5057326163564408,0.6482810275895254,-0.06409203644309724,0.9999942779541016,0.5284014599663867,0.7562428866113934,0.13325537613459995,0.8760972023010254,0.5025784288133892,0.7793127962521142,-0.08167129414422172,0.9997488856315613,0.5564048000744409,0.8587781752858838,0.17843982619898652,0.9364058971405029,0.46131089414869036,0.8921089785439622,-0.1086686200329235,0.9989609718322754,0.5567839605467657,0.8852409822600228,0.181005035979407,0.9661540985107422,0.45030492118426735,0.9082972100802824,-0.11167993247508998,0.9903164505958557,0.5836902907916475,0.8531212517193384,0.16892556037221626,0.8648286461830139,0.48393630300249335,0.9249004687581741,-0.14718387935842783,0.9913734793663025
1,0.5202602573803489,0.43668219702584393,0.11166770756244651,0.9997556209564209,0.5170919997351509,0.42633996094976145,0.10686402853046137,0.9993598461151123,0.5152349097388128,0.42556321195193675,0.10679714402982163,0.9991679787635803,0.5134261182376313,0.4248872850622446,0.10684741884469978,0.9992727041244507,0.5220441767147608,0.42773082937513063,0.0915811740926333,0.999794065952301,0.5234727382659907,0.4278472789696282,0.09141544380358281,0.9998598098754883,0.5249054380825583,0.42788258280072866,0.0913791324411119,0.9999129772186279,0.5094946333340235,0.42900883725711236,0.08724086220775326,0.9995009303092957,0.525074904305594,0.4311314378465923,0.017631789735917527,0.9998975396156311,0.5171479071889601,0.44526039191654726,0.10954121308667315,0.9989516139030457,0.5211030806813919,0.44498451948165874,0.08833458593913483,0.999544620513916,0.49090680309704343,0.4784309625625607,0.12269226759672155,0.9995312690734863,0.5269933496202737,0.48532651577677005,-0.060397919160979106,0.9999837279319763,0.5111006072589326,0.5110526510647362,0.1523887744971683,0.03604670241475105,0.5581006016050062,0.5501662186213898,-0.030649268893258905,0.9852828979492188,0.5399865882737291,0.4885242598397388,0.16527028317962378,0.005862198770046234,0.5799716915403089,0.5284849354198997,0.08534275527511319,0.9641559720039368,0.5466865335191998,0.47745805553027526,0.17601506103362352,0.01039236318320036,0.5876715251377648,0.5219022784914288,0.08565099047763006,0.946863055229187,0.5478497930935445,0.473817932605743,0.166161796344178,0.009671343490481377,0.5844599127769465,0.5148538265909465,0.0939712492483002,0.9387335777282715,0.5467592273439678,0.4779092916420524,0.1613636310079268,0.010964149609208107,0.5813678196498323,0.5162458249500818,0.09135160424879611,0.8658240437507629,0.49426251394408066,0.6441251567431856,0.06523741632699961,0.9999787211418152,0.5057048099381583,0.6483421495982578,-0.06528279291731968,0.9999945163726807,0.5283034971782136,0.7562602026121954,0.1394454381295612,0.8577796220779419,0.5028187973158698,0.7795579399381362,-0.08965560517140796,0.9997000098228455,0.5561603512082777,0.8578715460641037,0.19886384734085613,0.9315940141677856,0.46105284946305386,0.893198566777365,-0.11088191909449435,0.9988458752632141,0.5567060300282066,0.8851439424923485,0.20304762465613216,0.9621553421020508,0.4502745262214115,0.910972813197544,-0.11289689838886256,0.9892423152923584,0.5838425670351296,0.8517589892659864,0.19114418583256848,0.8571009039878845,0.4826808248247415,0.9279718058449875,-0.15048434180872777,0.9907132387161255
2,0.5188989894730702,0.43647802983011497,0.11100900024175639,0.9997559189796448,0.5155042018209182,0.4263337986809865,0.10559263846703933,0.99937504529953,0.5135033454213822,0.4255772803510936,0.10551784975188115,0.9991856217384338,0.5115776164191108,0.4249081918171472,0.10557036250829692,0.9992891550064087,0.5208839314324513,0.4276838796479359,0.09037191591092514,0.9998012781143188,0.5223693847656248,0.4277781503541127,0.09019601749522341,0.9998644590377808,0.5237764971596852,0.42776768973895457,0.0901503763028553,0.999915361404419,0.5074848788125172,0.4289852534021648,0.08393268159457612,0.9995169043540955,0.5234460098402838,0.43089833940778444,0.014385806250252887,0.9998998045921326,0.5154810956546236,0.44512685196740265,0.10833244834627419,0.9989343881607056,0.519722669465201,0.44480106830596905,0.08709094268935064,0.9995430707931519,0.4888910378728592,0.47847102880477876,0.119618609547615,0.9995411038398743,0.5255623885563439,0.48508562871388006,-0.06430152037314002,0.9999825954437256,0.5085280162947516,0.48874368837901505,0.17035276123455584,0.040582701563835144,0.5571692994662691,0.5487520558493475,-0.035656146864805886,0.9827540516853333,0.5312006507601054,0.4463540468897136,0.21981015971728723,0.008306612260639668,0.579013531548636,0.5251053946358815,0.08160157821008132,0.9521220326423645,0.5369586178234643,0.4271719072546276,0.2356495542185646,0.013917678035795689,0.5868094938141957,0.5184612103870934,0.08339780930961878,0.9324159622192383,0.5369603412491932,0.4240750670433042,0.22707532473972852,0.013022461906075478,0.583659207820892,0.5108824917248315,0.09284742282969607,0.9237062931060791,0.5361917563847131,0.4321053164345875,0.21743074634245452,0.014214311726391315,0.580416677679334,0.5125428693635121,0.08842406528336658,0.8429107666015625,0.4951562949589318,0.6444979769842962,0.06604781746864316,0.9999797940254211,0.5053545509065898,0.6485422951834539,-0.0660930908152035,0.9999945759773254,0.5281271798270086,0.7564408864293776,0.14360185989311758,0.8413456082344055,0.5031431402478898,0.7798437169619965,-0.09579852116959431,0.9996025562286377,0.5558770826884676,0.8573887739862711,0.211070823243686,0.922366738319397,0.4608532599040438,0.8941701037543157,-0.11387990798268993,0.9985792636871338,0.556610550199236,0.8850914018494738,0.21622916545186713,0.95475172996521,0.4502329511301856,0.9127914973667686,-0.11531274467706674,0.9867057800292969,0.5836330005100793,0.8502015045710969,0.20477074001516604,0.8449217081069946,0.48177467669759455,0.9301990900720865,-0.15390897776399332,0.9896001815795898
3,0.5170108914375303,0.4363349463258469,0.10949113475424897,0.9997339844703674,0.5135320629392349,0.42633932318006224,0.10333626802478513,0.9993380904197693,0.5115254827908104,0.42561419861657257,0.1032516187855175,0.9991301894187927,0.5096082976886203,0.4249600895813531,0.10329837309462679,0.999245285987854,0.5189201269830974,0.4276122374194007,0.08849845677614207,0.9997940063476562,0.5204701764242987,0.4276863924094607,0.0883101084402629,0.999859094619751,0.5218722275325227,0.4276340663433073,0.0882478839584759,0.9999114274978638,0.5053859659603661,0.42898143955639406,0.08024278134107586,0.9994920492172241,0.5215106674603052,0.43065516693251454,0.011686466926974904,0.9998931288719177,0.5137962460517881,0.44508689727101985,0.10631047934293741,0.9987872242927551,0.5179905738149368,0.4447236154760631,0.0853730344346591,0.9994933009147644,0.4863027393817899,0.4786670412336075,0.11790528638022281,0.999532163143158,0.5237843445369172,0.48470916237149897,-0.06343804086957656,0.9999808073043823,0.5026059738227298,0.47945149200303194,0.2141411691904067,0.04099428281188011,0.5561811600412638,0.5463390997477937,-0.031457400321960434,0.9792731404304504,0.5209877337728226,0.42747954215322204,0.33207764519112437,0.0087237898260355,0.5780388951301572,0.5208289623260496,0.08916806174176076,0.9372398257255554,0.5257517303739273,0.4039594267095836,0.3589435188898017,0.014605085365474224,0.5859867317335944,0.5141157269477842,0.09359592092888691,0.9154801964759827,0.5256020767348151,0.401315836395536,0.34958261581403854,0.01368272490799427,0.5829643181392121,0.5062695673533846,0.1042580623711858,0.9062701463699341,0.5258651733398435,0.41290650282587305,0.3313258732536008,0.014855341985821724,0.5796269706317354,0.5079061593328201,0.09682112612894597,0.8172605037689209,0.4953055219990864,0.6452112385204857,0.06627001038619447,0.9999806880950928,0.5046227165630883,0.6489469426018848,-0.06630419854606898,0.9999946355819702,0.5278592194829665,0.7568737149238582,0.14642698381628302,0.8192383050918579,0.5035826717104228,0.7801960996219086,-0.1015764611107962,0.9994469881057739,0.5555666446685787,0.8574681963239393,0.2150806690965379,0.9100135564804077,0.4607459715434481,0.8951079402651102,-0.11970895124333239,0.9981940984725952,0.5565006256103513,0.885093351772853,0.2206472235066549,0.9454942941665649,0.4502144685813357,0.9135430131639749,-0.12096906964267998,0.9835564494132996,0.5830407704625808,0.8481995173862998,0.2115884521177836,0.8279571533203125,0.4812781206199099,0.9315780179841173,-0.1585548907518386,0.987960696220398
4,0.5158232297216141,0.4362843734877448,0.10676568469830917,0.9997319579124451,0.5122167297771997,0.4263425154345374,0.10055424741336273,0.9993416666984558,0.5101686699049811,0.4256364881992338,0.10046689191034858,0.9991308450698853,0.5082166348184856,0.425000180516924,0.10051082521677013,0.999243974685669,0.5175283993993485,0.4275389594691138,0.08568581449134005,0.999797523021698,0.5190643770354132,0.42758890049798126,0.08549330255814958,0.9998618960380554,0.5204255666051589,0.4274948443685257,0.08542359471321102,0.9999127388000488,0.5039012670516965,0.42900154931204637,0.0785540293369974,0.9994927644729614,0.5200446690831864,0.43036812203271024,0.009222694157090566,0.9998935461044312,0.5127996563911436,0.44509102872439776,0.10381360841648915,0.998738169670105,0.5168856654848368,0.4447038795266831,0.08277334208999357,0.9994806051254272,0.4845559954643247,0.47892378738948255,0.11771327597754337,0.9995258450508118,0.5223792535918097,0.4844238213130404,-0.06560766824654167,0.9999802112579346,0.4978975508894237,0.4873525789805819,0.21175030555043892,0.039773158729076385,0.555352553299495,0.5443377324513025,-0.03579617738723753,0.9790754318237305,0.5194303580692834,0.4423881326402935,0.3176621624401636,0.00831603817641735,0.5777529324804032,0.5171611802918568,0.0806001422660691,0.9315787553787231,0.5238100273268561,0.4241712306227001,0.34300371663910983,0.013966210186481476,0.5856967347008839,0.5106284856796263,0.08270456982510427,0.907882809638977,0.5244229401860916,0.42003662841660616,0.33290454915591633,0.013087617233395576,0.5826471243585856,0.5024678724152698,0.0930486251200948,0.8986025452613831,0.524979015759059,0.42982032469340714,0.31632213337080806,0.014249424450099468,0.579378397124154,0.5037894955703188,0.08760371516857825,0.8049831986427307,0.49517372676304383,0.6456920112882338,0.06676670249019347,0.9999815225601196,0.5037687131336754,0.6492806690079822,-0.06679646479231967,0.9999947547912598,0.5275592429297309,0.7572460651397701,0.14557953264032086,0.8147255182266235,0.5039899264063151,0.7805428028106686,-0.10342607647180552,0.9993983507156372,0.5552324414253232,0.8576132297515865,0.21274756959506433,0.9084208607673645,0.4606170739446366,0.8957113402230394,-0.12247911180768689,0.9981088042259216,0.5563902480261664,0.8850711686270574,0.21807177279676698,0.9433041214942932,0.45013365064348476,0.9139930605888362,-0.12387445994785848,0.9826062321662903,0.5822794846126009,0.8467723829405644,0.20754823599542882,0.8255165219306946,0.4809448744569504,0.9321514504296434,-0.16249066548688063,0.9877443909645081
5,0.515655754293714,0.4362871944904326,0.10113741649048663,0.9997357130050659,0.5119527101516721,0.4263779733862194,0.0953196695872715,0.9993582963943481,0.509800052642822,0.42569085189274364,0.09523426911660599,0.999149739742279,0.5077304601669309,0.4250668653420037,0.09527418102536878,0.999264121055603,0.5172610078539164,0.4275074252060479,0.08033447946820937,0.999804675579071,0.5186966419219968,0.4275278951440537,0.08014477640390393,0.9998663663864136,0.5199680600847514,0.427395975589752,0.08007634303399491,0.9999151825904846,0.5034313338143482,0.4290475274835312,0.07449834666081834,0.9995073080062866,0.5194188714027402,0.4300842106342314,0.004921747883781788,0.9998949766159058,0.5125587769917077,0.44517203824860685,0.09886081069707865,0.9987457394599915,0.5165841783796035,0.44470985191208956,0.07768797853163306,0.9994860887527466,0.48431723799024284,0.47884751558303806,0.11579028793743673,0.9995391368865967,0.5216694934027533,0.4842663168907163,-0.06895830290658131,0.9999790191650391,0.49776964613369507,0.4733118746961864,0.207014558144978,0.04497254267334938,0.5548710976328166,0.5432527797562733,-0.04354529987488472,0.9778122901916504,0.5197616832596913,0.42568628106798423,0.3046135749135697,0.011204257607460022,0.5776387725557597,0.5141931533813474,0.06637243245329172,0.9243696928024292,0.5230547342981609,0.4110938549041746,0.3283180373055593,0.017964553087949753,0.5855981043406893,0.5081302285194395,0.06537996509245461,0.8989762663841248,0.5237805860383168,0.40760925752775995,0.31822800806590473,0.01685459539294243,0.5824271406446182,0.49996502740042525,0.07498270124197003,0.8893144130706787,0.523753568104335,0.41173313941274353,0.3030481517314909,0.017940931022167206,0.5791406716619216,0.5009321187223705,0.07234362704413275,0.7901988625526428,0.49513895596776664,0.6459550840514043,0.06763856879302431,0.9999825358390808,0.503053055490766,0.6495522822652541,-0.06766581194741382,0.9999948740005493,0.5273714729717798,0.7573190246309549,0.14458349091666078,0.8036406636238098,0.5042311668395993,0.7808294500623426,-0.10551136881113046,0.9993374943733215,0.5549156154905044,0.8577872719083509,0.2124860312257493,0.9018526077270508,0.4604689393724712,0.8960445506232121,-0.1250076734593936,0.9979218244552612,0.5562909381730213,0.8853330424853729,0.2177611712898526,0.9371835589408875,0.4499976737158637,0.9143362794603617,-0.12712126863854267,0.980471134185791,0.5817022766385757,0.8461832932063508,0.20547169957842135,0.8169170022010803,0.48099618639264763,0.932286087104252,-0.1663515388965606,0.987045407295227
6,0.5158074804714745,0.4363802756581986,0.09949500369174136,0.9997397065162659,0.5120303136961799,0.42642190371240873,0.09396905664886743,0.9993748068809509,0.5097675033978051,0.4257536138807022,0.09388680968965799,0.9991692900657654,0.5076027291161671,0.42513753686632405,0.09392454028129574,0.9992834329605103,0.5173061643327983,0.42752906594957607,0.07896875781672338,0.9998114705085754,0.518640659536634,0.4275386844362529,0.07878224594252446,0.999870777130127,0.5198473044804162,0.42739765303475497,0.07871844896248405,0.9999176859855652,0.5032665337835037,0.4291037627628869,0.07362033618347982,0.9995207190513611,0.5190512299537656,0.4299696786063056,0.003955593548848159,0.9998970031738281,0.5126409496579849,0.4454548461096625,0.09737003764935898,0.9987579584121704,0.5165535126413615,0.4448168558733802,0.076202993946416,0.9994929432868958,0.48462602751595607,0.4790506013802117,0.11468793558222902,0.9995479583740234,0.5213362268039157,0.4842680335044859,-0.0700445758444922,0.999977707862854,0.49927622335297694,0.45936234423092415,0.20050516469138002,0.05116720497608185,0.5545633860996788,0.5426507183483666,-0.046273809884275686,0.9773715138435364,0.5199538213866095,0.40317659974098186,0.2912957702364239,0.014700791798532009,0.5776016150202068,0.5113111325672692,0.06086908067975723,0.9209067821502686,0.5230977160590033,0.3845681812082017,0.313135174342564,0.022799938917160034,0.5856304577418733,0.5056260526180265,0.059188741551978216,0.8940749168395996,0.5234392063958302,0.38155321053096214,0.30426651920591063,0.02139820158481598,0.5822853956903727,0.49770483800343085,0.06835221265043528,0.8841553926467896,0.5229879277093068,0.3884436598845889,0.2899316140583582,0.022366033867001534,0.578978770119803,0.498344826698303,0.06662279612251687,0.781475841999054,0.49507733668599785,0.6464233619826177,0.06820589112383975,0.9999834299087524,0.5025752050536016,0.6500768695558817,-0.06823527812957761,0.9999949932098389,0.5269684416907172,0.7576178227152139,0.14413907655647815,0.7978691458702087,0.5043768899781361,0.7812145590782162,-0.10692648674760541,0.9992950558662415,0.5547828180449347,0.858022660868508,0.21229837877409788,0.8993263840675354,0.46037087355341205,0.8960964424269535,-0.12008452543190543,0.9977817535400391,0.5563129918915882,0.885834636007036,0.21758625890527442,0.9344107508659363,0.4498502169336589,0.9142979247229436,-0.12205326472009925,0.9788458347320557,0.581226529393877,0.8453283974102561,0.2047192339386258,0.8142986297607422,0.48102765423910937,0.9325363329478668,-0.16073135435581198,0.9865894317626953
7,0.5158839838845387,0.4366765158517018,0.09517063243048526,0.9997462630271912,0.5120809095246449,0.42667758209364737,0.0897642857262066,0.999395489692688,0.5097568171364918,0.4260716523442947,0.08968392248664579,0.9991939067840576,0.5075665337698798,0.4255222031048364,0.08972461734499246,0.9993067979812622,0.5172465596880229,0.4276746162346429,0.07459596076181953,0.999819278717041,0.5184848938669475,0.4276674287659779,0.07441003450325553,0.9998759627342224,0.5196070023945397,0.42750543355941756,0.0743490561842918,0.9999209046363831,0.5031239901270183,0.4294751014028274,0.0703303828835487,0.9995356202125549,0.5185195292745315,0.4299980308328354,-4.057939430432672e-05,0.9999001026153564,0.5127187507493154,0.44602793880871344,0.09347683510610032,0.9987693428993225,0.5164605293955119,0.44514894230025137,0.07212243122713903,0.999500036239624,0.4843199150902882,0.47937254309654215,0.11256298231227052,0.9995499849319458,0.5207690102713446,0.48425719738006573,-0.07318549816097528,0.9999765157699585,0.5000944350446972,0.4600482250962937,0.19687737269060945,0.05326548218727112,0.5543225816317965,0.5414022752216882,-0.04907883363110676,0.9765048027038574,0.5194797498839239,0.40621682746069754,0.28229058980941757,0.01549434568732977,0.5776416608265464,0.5083620616367883,0.0598812751471996,0.9133957624435425,0.5225693532398766,0.38720948610986966,0.3033022318567547,0.024045869708061218,0.5856301954814362,0.5021524821008952,0.05817726169313701,0.8843696713447571,0.5230442183358326,0.3836422656263622,0.29433380109923213,0.02257872000336647,0.5821062530790053,0.494799106461661,0.06726739619459421,0.8740535974502563,0.5227859514100208,0.390973970719746,0.2807296855109077,0.023550793528556824,0.5788730348859512,0.4957190232617512,0.06565562582441736,0.7663544416427612,0.49483365161078297,0.647184462206704,0.06831846982240675,0.9999841451644897,0.5021416851452416,0.6508183632578166,-0.06834963219506397,0.9999950528144836,0.526343386513846,0.7580600602286198,0.14273666526590068,0.7869435548782349,0.5044943996838158,0.7816612788609092,-0.1046600861208779,0.9991541504859924,0.5544624788420538,0.8582123586109702,0.20890395598752148,0.8927762508392334,0.46031761510031544,0.896031592573438,-0.10969352189983635,0.9973869919776917,0.5563295177050996,0.8866476740155897,0.2139668664761951,0.9297248125076294,0.44964328663689723,0.9141414369855604,-0.11078908592462534,0.9758108258247375,0.5802583234650744,0.8443071910313193,0.20095184062208438,0.806908369064331,0.48111530372074646,0.9327307888439719,-0.1490429942096982,0.9851128458976746
8,0.5152771183422631,0.4368889604296001,0.09077335830245695,0.999754786491394,0.511473660809653,0.4268964375768387,0.08551042314086638,0.9994198083877563,0.5092162762369425,0.4263637798173085,0.08543212009327748,0.9992244243621826,0.5070862599781578,0.42590014083044847,0.08547312148979727,0.9993354678153992,0.5165107539721896,0.42777258328029066,0.07034858560987878,0.9998272061347961,0.5176970618111744,0.42774749057633515,0.07016362824610298,0.9998810291290283,0.5187602792467387,0.4275601736136843,0.07010544719440592,0.9999240040779114,0.5026371479034422,0.4298573315143583,0.06716462607894622,0.999553382396698,0.5176224964005605,0.4299004307815005,-0.003158439027278549,0.9999029636383057,0.512156157834189,0.4464462169579095,0.08947163969278332,0.998806357383728,0.515803779874529,0.4454188304288045,0.06813112316387038,0.9995148181915283,0.4834089006696426,0.4797189346381594,0.11033998046602517,0.9995666146278381,0.5200947982924323,0.48437297173908755,-0.07526635485036029,0.9999756217002869,0.5019267005579809,0.45909155692372977,0.19476350418158928,0.06113247573375702,0.5540780867849076,0.5400185465812681,-0.053865787280457336,0.9761970639228821,0.5198351791926791,0.4044470531599861,0.27619785666465746,0.021200791001319885,0.577681357519967,0.5064139911106652,0.04906280711293218,0.911983847618103,0.5229622142655507,0.38509337220873135,0.29671940207481373,0.03143482655286789,0.5856133903775893,0.4991936564445493,0.04603325713958057,0.8815433382987976,0.5236744471958703,0.3808984833104268,0.2871779194899966,0.029456106945872307,0.5819295712879724,0.4919938078948427,0.05495736418025832,0.8708322644233704,0.5234098740986413,0.38735271436827506,0.2742469983441488,0.03016297146677971,0.5787409833499362,0.4934220722743441,0.05455047158258299,0.7607623338699341,0.4943180297102244,0.6480056166648862,0.0683457717299461,0.9999850988388062,0.5018591199602398,0.6517593213490074,-0.0683766390596117,0.999995231628418,0.5257312859807692,0.7591048530169893,0.14163590627057204,0.7872259616851807,0.5046232070241653,0.7821759394236969,-0.10463633494717729,0.9991117119789124,0.554068120888301,0.8583335518836972,0.20987724704401822,0.892219603061676,0.46029233251299156,0.8960100889205929,-0.10409367084503168,0.9971926808357239,0.5563456518309454,0.8875618730272561,0.21502919920853197,0.9272239804267883,0.4495014837809969,0.914071358953203,-0.10441194261823376,0.9736981987953186,0.5792432086808338,0.8433002505983621,0.20121934286185664,0.8073112368583679,0.48098006844520547,0.9331313695226393,-0.14350161296980715,0.9844639301300049
9,0.514384181158883,0.4370520625795635,0.08401602144752227,0.9997685551643372,0.5106454440525597,0.4270590739590779,0.0791514124189104,0.9994555711746216,0.5084954006331306,0.42659532683236234,0.07907405772379464,0.999271035194397,0.506434665407453,0.42621135541370914,0.07911469446761263,0.9993775486946106,0.5154798337391442,0.4278335656438553,0.06402591445616311,0.9998382925987244,0.516585712773459,0.42779135789190004,0.06384307167359758,0.9998883605003357,0.5175625767026626,0.4275855473109652,0.06378836333751675,0.9999285340309143,0.5018815823963708,0.43015199388776487,0.06299727878400255,0.999581515789032,0.51645165341241,0.4297815408025467,-0.007041834913460269,0.9999079704284668,0.5112946220806664,0.44669191752161275,0.083471382515771,0.9988736510276794,0.5148448841912403,0.44566276328904264,0.062178162804671665,0.9995409250259399,0.4823400190898348,0.4799223593303133,0.10755046840224942,0.999588668346405,0.5190455641065322,0.48461173772811866,-0.07705232032707755,0.9999750256538391,0.5043470774378094,0.4568838826247622,0.1889749995299747,0.07403267174959183,0.5537514686584469,0.5387870669364927,-0.05813832293663703,0.9760061502456665,0.521076611110142,0.40020854132516026,0.26139109219823553,0.030456343665719032,0.577693176269531,0.5052265541894092,0.037762401465858714,0.9106549024581909,0.5241492050034657,0.3798467031547,0.28002959574971864,0.042914584279060364,0.5856086628777637,0.4970501210008346,0.033202101290225966,0.8792670369148254,0.5249921424048285,0.3756032015596116,0.2700108613286698,0.04026072844862938,0.5818106327738077,0.48983827744211444,0.04191265223281722,0.8681830763816833,0.5245975204876488,0.3796665532248359,0.2589867136308124,0.04050111770629883,0.5785406776836938,0.49175527776990596,0.042928201066596144,0.756055474281311,0.4936340570449827,0.6487297075135364,0.068372055036681,0.9999860525131226,0.5016460197312489,0.6526526621409822,-0.06840197380099974,0.9999954104423523,0.5251991391181943,0.7606533510344365,0.14148493792329508,0.7899515628814697,0.5050173044204709,0.782502266338893,-0.10559685315404613,0.999126672744751,0.5535619769777568,0.8584448899541579,0.21464900842734735,0.8943864703178406,0.4603445427758351,0.8960143140384125,-0.10567042295421868,0.997204601764679,0.5563466072082517,0.8882838334356031,0.2201004079410007,0.9268982410430908,0.44948594485010396,0.9140004651887073,-0.10606094811643868,0.9732818007469177,0.5784450633185247,0.8420944673674443,0.2049723024879182,0.8118317127227783,0.4807682667459758,0.9336833630289345,-0.1453346099172319,0.984752357006073
